Sno,Branch,Value (in Cr),Zone,State,lat,lon,country
586,Muzzaffarpur,8.168471336,Motihari,Bihar,26.11864584,85.40244909,ind
587,Riga,6.441179267,Motihari,Bihar,26.65857954,85.43212608,ind
588,Joda,5.925855858,Bhadrak,Odisha,22.031526,85.43245,ind
589,Begunia,11.22360338,Khurda,Odisha,20.202371,85.447245,ind
590,Sitamarhi,3.04323634,Motihari,Bihar,26.590305,85.49838,ind
591,Bihar Sharif,4.088031892,Patna,Bihar,25.19365388,85.51189965,ind
592,Ramgarh,7.361348414,Ranchi,Jharkhand,23.614385,85.515536,ind
593,Tilaiya,10.64837736,Tilaiya,Jharkhand,24.4242,85.51894,ind
594,Banki,4.405337739,Khurda,Odisha,20.376754,85.527427,ind
595,Nirakarpur,7.018934288,Khurda,Odisha,19.988847,85.530419,ind
596,Patepur,5.992843611,Samastipur,Bihar,25.827325,85.531286,ind
597,Kamakhyanagar,10.76670741,Khurda,Odisha,20.9228602,85.5560635,ind
598,Sakra,6.900821985,Samastipur,Bihar,25.972543,85.56462,ind
599,Dhenkanal,7.591649443,Khurda,Odisha,20.630745,85.594261,ind
600,Shah Patori,3.671796329,Samastipur,Bihar,25.63112,85.5946004,ind
601,Keonjhar,9.37429119,Bhadrak,Odisha,21.651115,85.607611,ind
602,Khurda-1,11.5574712,Khurda,Odisha,20.175442,85.619669,ind
603,Khurda-2,7.323991645,Khurda,Odisha,20.175442,85.619669,ind
604,Athagarh,7.247730484,Khurda,Odisha,20.517744,85.632293,ind
605,Champua,9.626480528,Bhadrak,Odisha,22.055139,85.660923,ind
606,Pupri,9.423949541,Motihari,Bihar,26.47260548,85.6839459,ind
607,Dumchanch,5.805039196,Tilaiya,Jharkhand,24.46965,85.69973,ind
608,Barh,8.999974223,Patna,Bihar,25.477974,85.709592,ind
609,Samastipur,4.560523182,Samastipur,Bihar,25.86199,85.769452,ind
610,Banaso,9.212675883,Tilaiya,Jharkhand,23.981978,85.77992,ind
611,Chaibasa,3.511834494,Bhadrak,Odisha,22.547325,85.806302,ind
612,Bhuban,3.592988018,Khurda,Odisha,20.889997,85.835738,ind
613,Barang,4.415602627,Khurda,Odisha,20.435755,85.837886,ind
614,Dalsinghsarai,9.251750335,Samastipur,Bihar,25.67371,85.838,ind
615,Sheikhpura,7.112136974,Patna,Bihar,25.141826,85.862059,ind
616,Balipatna,10.26747898,Khurda,Odisha,20.209294,85.869035,ind
617,Phulnakhara,12.02172386,Khurda,Odisha,20.365348,85.890352,ind
618,Suriya,11.70725629,Tilaiya,Jharkhand,24.181325,85.891031,ind
619,Ghatgaon,6.840722608,Bhadrak,Odisha,21.397579,85.899047,ind
620,Leheriyasarai,11.36598192,Samastipur,Bihar,26.11992,85.904823,ind
621,Benipatti,10.62305396,Samastipur,Bihar,26.447035,85.907831,ind
622,Gawan,8.784478804,Talaiya,Jharkhand,24.61821455,85.91565929,ind
623,Choudwar,9.292237233,Khurda,Odisha,20.448418,85.921395,ind
624,Karanjia,3.548262603,Bhadrak,Odisha,21.775661,85.964233,ind
625,Barauni,12.07253725,Samastipur,Bihar,25.47098,85.98058,ind
626,Rajdhanwar,9.411048474,Tilaiya,Jharkhand,24.41378,85.98137,ind
627,Duburi,11.04413201,Khurda,Odisha,20.99476915,85.98589619,ind
628,Deogaon,4.346150602,Bhadrak,Odisha,21.1785,86.005747,ind
629,Nimapara,12.2244299,Khurda,Odisha,20.0536724,86.0070547,ind
630,Petarwar,4.085780261,Ranchi,Jharkhand,23.669022,86.019717,ind
631,Rosera,4.181887898,Samastipur,Bihar,25.74747635,86.03417443,ind
632,Beheri,7.531690412,Samastipur,Bihar,25.950233,86.05041249,ind
633,Madhubani,10.45978612,Samastipur,Bihar,26.35319,86.08318,ind
634,Lakhisarai,9.597595958,Bhagalpur,Bihar,25.17207404,86.09329127,ind
635,Salepur,3.492614929,Khurda,Odisha,20.479062,86.09836,ind
636,Anandapur,9.316396306,Bhadrak,Odisha,21.18778,86.117497,ind
637,Manjhaul,5.305023717,Samastipur,Bihar,25.56732,86.12042,ind
638,Chandikhole,4.269490147,Khurda,Odisha,20.701523,86.136153,ind
639,Jajpur Road,2.820143084,Khurda,Odisha,20.940485,86.136559,ind
640,Jainagar,9.531111876,Samastipur,Bihar,26.5883988,86.1370148,ind
641,Benipur,5.309596364,Samastipur,Bihar,26.05909784,86.14659902,ind
642,Hata,7.90330564,Ranchi,Jharkhand,22.620328,86.158749,ind
643,Rairangpur,9.867597853,Bhadrak,Odisha,22.247827,86.165754,ind
644,Raghunathpur,6.997401552,Khurda,Odisha,20.361891,86.167458,ind
645,Nischintakoili,10.76007516,Khurda,Odisha,20.4791011,86.1847117,ind
646,Chas,5.61152325,Ranchi,Jharkhand,23.632598,86.186792,ind
647,Kuakhia,3.873391013,Khurda,Odisha,20.82120798,86.19893434,ind
648,Hasanpur,9.723893736,Samastipur,Bihar,25.74723574,86.20290162,ind
649,Jamui,4.298397765,Bhagalpur,Bihar,24.92134,86.225465,ind
650,Bakhri,10.31744068,Samastipur,Bihar,25.59824,86.260718,ind
651,Chatro,12.36899626,Tilaiya,Jharkhand,24.47061966,86.27022747,ind
652,Jhanjharpur,7.487903354,Samastipur,Bihar,26.270518,86.297715,ind
653,Giridih,4.863640897,Tilaiya,Jharkhand,24.19305,86.299408,ind
654,Jajpur Town,10.1021634,Khurda,Odisha,20.848252,86.32383,ind
655,Balia,4.857684364,Samastipur,Bihar,25.399288,86.355412,ind
656,Bhandaripokhari,4.969483903,Bhadrak,Odisha,20.962767,86.3655534,ind
657,Jhajha,3.44871708,Bhagalpur,Bihar,24.7744999,86.3756867,ind
658,Binjharpur,11.51148181,Khurda,Odisha,20.73822132,86.40149941,ind
659,Dhanbad,5.324354504,Ranchi,Jharkhand,23.816546,86.448353,ind
660,Khaira,7.409130448,Bhadrak,Odisha,21.285094,86.458486,ind
661,Khagaria,9.753462619,Samastipur,Bihar,25.50596,86.46853,ind
662,Singhpur,11.02938184,Khurda,Odisha,20.69918281,86.472161,ind
663,Bhadrak,3.412133411,Bhadrak,Odisha,21.045968,86.48962,ind
664,Bonth,8.147176911,Bhadrak,Odisha,21.045968,86.48962,ind
665,Phulparash,8.602334149,Samastipur,Bihar,26.359031,86.5005691,ind
666,Mangalpur,2.668372845,Khurda,Odisha,20.814657,86.507859,ind
667,Charampa,5.667005206,Bhadrak,Odisha,21.08986486,86.51767728,ind
668,Balichandrapur,7.079747361,Khurda,Odisha,20.51798175,86.3749723,ind
669,Bariyahi,8.13641097,Bhagalpur,Bihar,25.86506187,86.53909204,ind
670,Dhusuri,9.912607352,Bhadrak,Odisha,20.89435621,86.54515245,ind
671,Simri Bakhtiarpur,4.338514556,Bhagalpur,Bihar,25.7208289,86.5930592,ind
672,Supaul,11.38148708,Bhagalpur,Bihar,26.11510755,86.59716359,ind
673,Gogri,10.7103958,Samastipur,Bihar,25.424503,86.614416,ind
674,Tihidi,6.606018131,Bhadrak,Odisha,20.985068,86.640193,ind
675,Bombey Chhack,8.967326716,Bhadrak,Odisha,22.177129,86.647546,ind
676,Tarapur,9.493569676,Bhagalpur,Bihar,25.09582,86.663477,ind
677,Betada,6.10193867,Bhadrak,Odisha,21.16098086,86.68319106,ind
678,Soro,7.532028856,Bhadrak,Odisha,21.301555,86.692144,ind
679,Pirahat,3.524295667,Bhadrak,Odisha,20.95048774,86.70889603,ind
680,Soro Urban,5.916611712,Bhadrak,Odisha,21.27235194,86.70944951,ind
681,Baharagora,4.740571221,Bhadrak,Odisha,22.27426,86.71926,ind
682,Katoria,6.712397773,Bhagalpur,Bihar,24.7454069,86.7227753,ind
683,Basudevpur,6.987318474,Bhadrak,Odisha,21.126566,86.735111,ind
684,Chandbali,6.033636699,Bhadrak,Odisha,20.777516,86.743625,ind
685,Sultanganj,6.436424623,Bhagalpur,Bihar,25.25653079,86.75227753,ind
686,Baripada,7.998192399,Bhadrak,Odisha,21.939454,86.764612,ind
687,Chirkunda,8.157433949,Tilaiya,Jharkhand,23.74862,86.78766,ind
688,Madhepura,2.487782052,Bhagalpur,Bihar,25.93226296,86.79389235,ind
689,Gopalpur,6.251074629,Bhadrak,Odisha,21.32406074,86.82378384,ind
690,Simrahi Bazar,6.538004303,Bhagalpur,Bihar,26.310746,86.846001,ind
691,Triveniganj,4.497846594,Bhagalpur,Bihar,26.129334,86.890207,ind
692,Amarpur,9.406644077,Bhagalpur,Bihar,25.0396898,86.9035511,ind
693,Baisinga,4.852279747,Bhadrak,Odisha,21.6487217,86.9056166,ind
694,Karanjamal,11.78385547,Bhadrak,Odisha,20.89019,86.91381,ind
695,Banka,11.42665562,Bhagalpur,Bihar,24.88998319,86.92987274,ind
696,Uda Kishanganj,6.217956765,Bhagalpur,Bihar,25.6843055,86.947388,ind
697,Chausa Bazar,2.56629924,Bhagalpur,Bihar,25.53056363,87.03411872,ind
698,Dhoraya,8.502773482,Bhagalpur,Bihar,24.959442,87.042102,ind
699,Rasgovindpur,9.806396576,Bhadrak,Odisha,21.7859456,87.0499353,ind
700,Agarpada,9.913725121,Bhadrak,Odisha,21.21220458,86.38664352,ind
701,Dhamdaha,11.09307897,Bhagalpur,Bihar,25.74195445,87.18024612,ind
702,Bamankhi,5.237508741,Bhagalpur,Bihar,25.894162,87.185825,ind
703,Jaleswar,7.331926822,Bhadrak,Odisha,21.79198,87.2084,ind
704,Raniganj(Bhagalpur),7.567979105,Bhagalpur,Bihar,26.083285,87.234085,ind
705,Kahalgaon,7.877778047,Bhagalpur,Bihar,25.263165,87.23741,ind
706,Kursela,9.446451297,Bhagalpur,Bihar,25.451491,87.250138,ind
707,Forbesganj,10.52369457,Bhagalpur,Bihar,26.30691359,87.25913913,ind
708,Forbesganj-2,4.942852576,Bhagalpur,Bihar,26.2986049,87.268613,ind
709,Baliapal,12.15772528,Bhadrak,Odisha,21.65543316,87.28375969,ind
710,Durgapur,11.86107922,Siliguri,West Bengal,23.54525996,87.30412669,ind
711,Belda,11.37599786,Medinipur,West Bengal,22.07287206,87.33302574,ind
712,Chandrakona Road,9.614460815,Medinipur,West Bengal,22.734428,87.339549,ind
713,Gerabari,5.81765157,Bhagalpur,Bihar,25.6174367,87.3897554,ind
714,Suri,12.25146754,Siliguri,West Bengal,23.905685,87.52344,ind
715,Purnia,8.877530017,Bhagalpur,Bihar,25.80292,87.52398,ind
716,Egra,3.67501378,Medinipur,West Bengal,21.900372,87.53664,ind
717,Budbud,11.79504584,Siliguri,West Bengal,23.403287,87.549036,ind
718,Katihar,5.639110615,Bhagalpur,Bihar,25.53054931,87.57779106,ind
719,Sabang,5.591879977,Medinipur,West Bengal,22.18299283,87.59725862,ind
720,Daspur,10.80537692,Medinipur,West Bengal,22.60586607,87.72040132,ind
721,Sonaili,11.01393641,Bhagalpur,Bihar,25.588726,87.729131,ind
722,Pansukura,3.888026285,Medinipur,West Bengal,22.382743,87.742346,ind
723,Contai,3.853998497,Medinipur,West Bengal,21.781621,87.744455,ind
724,Barharwa,7.825074345,Tilaiya,Jharkhand,24.85688741,87.774491,ind
725,Rampurahat,10.606273,Siliguri,West Bengal,24.181716,87.781148,ind
726,Rajmahal,9.318071895,Tilaiya,Jharkhand,25.05521248,87.83029727,ind
727,Chandipur,5.551093853,Medinipur,West Bengal,22.102178,87.856819,ind
728,Mecheda,2.773038519,Medinipur,West Bengal,22.42103464,87.86961351,ind
729,Bardhaman,5.732873643,Siliguri,West Bengal,23.23699,87.88544,ind
730,Kandi,7.813121578,Siliguri,West Bengal,23.95976727,88.03939101,ind
731,Chaitanyapur,10.12400963,Siliguri,West Bengal,22.13718535,88.08195988,ind
732,Dainhat,4.341989007,Siliguri,West Bengal,23.607651,88.16853104,ind
733,Mirik,8.667645245,Siliguri,West Bengal,26.88573698,88.18217288,ind
734,Kurseong,11.1045992,Siliguri,West Bengal,26.882719,88.27918,ind
735,Bagdogra,11.36603527,Siliguri,West Bengal,26.698669,88.343942,ind
736,Pakuahat,2.875647014,Siliguri,West Bengal,25.125581,88.3675,ind
737,Gangarampur,3.788357633,Siliguri,West Bengal,25.4036006,88.45238605,ind
738,Kalimpong,10.95107116,Siliguri,West Bengal,27.06069,88.468592,ind
739,Belakoba,2.665914871,Siliguri,West Bengal,26.585518,88.593108,ind
740,Patiram,8.68997701,Siliguri,West Bengal,25.33596,88.7625,ind
741,Chalsa,4.244302803,Siliguri,West Bengal,26.87997,88.80435,ind
742,Maynaguri,4.170236995,Siliguri,West Bengal,26.567962,88.8158,ind
743,Falakata,8.543303201,Siliguri,West Bengal,26.503252,89.212384,ind
744,Hasimara,4.062282966,Siliguri,West Bengal,26.73128,89.364752,ind
745,Dinhata,2.800393997,Siliguri,West Bengal,26.129123,89.468751,ind
746,Alipurduar,6.358609562,Siliguri,West Bengal,26.50057644,89.53062634,ind
747,Kamakhaguri,3.368636856,Siliguri,West Bengal,26.466385,89.722455,ind
748,Bongaigaon,11.66425597,Guwahati,Assam,26.499962,90.546725,ind
749,Howly,2.946037027,Guwahati,Assam,26.42242223,90.97998378,ind
750,Pathsala,11.78890301,Guwahati,Assam,26.505958,91.188472,ind
751,Boko,10.22695703,Guwahati,Assam,25.978715,91.234857,ind
752,Bishalgarh,9.824533159,Tripura,Tripura,23.672389,91.283151,ind
753,Agartala,5.007869791,Tripura,Tripura,23.83146,91.28678,ind
754,Jirania,8.086472725,Tripura,Tripura,23.81625365,91.43607193,ind
755,Nalbari,2.58587988,Guwahati,Assam,26.434778,91.437924,ind
756,Udaipur (TR),7.844379456,Tripura,Tripura,23.53794033,91.48027929,ind
757,Bijoynagar,11.15407666,Guwahati,Assam,26.09676462,91.52023496,ind
758,Shantirbazar,11.1781812,Tripura,Tripura,23.310628,91.565538,ind
759,Tamulpur,11.00077911,Guwahati,Assam,26.64347,91.575652,ind
760,Khowai,11.56339277,Tripura,Tripura,24.07148351,91.60492663,ind
761,Manu Bazar,8.696517518,Tripura,Tripura,23.074525,91.64507,ind
762,Amarpur(Tripura),9.468925368,Tripura,Tripura,23.52442,91.66043,ind
763,Baihata Chariali,7.315540006,Guwahati,Assam,26.351265,91.71627,ind
764,Goreswar,7.54752901,Guwahati,Assam,26.532952,91.729071,ind
765,Ambassa,10.6063551,Tripura,Tripura,23.92326,91.85436,ind
766,Shillong,4.322775373,Guwahati,Assam,25.56532903,91.90262081,ind
767,Mangaldoi,10.17087541,Guwahati,Assam,26.43937,92.03707,ind
768,Kumarghat,6.715327628,Tripura,Tripura,24.16215,92.03945,ind
769,Dharmanagar,4.705472786,Tripura,Tripura,24.378614,92.155507,ind
770,Jagiroad,6.789843011,Guwahati,Assam,26.117687,92.199914,ind
771,Dalgaon,5.575149659,Guwahati,Assam,26.5621698,92.2002003,ind
772,Nabheti,11.09483859,Guwahati,Assam,26.25195,92.329273,ind
773,Morigaon,2.883431264,Guwahati,Assam,26.25355858,92.35239527,ind
774,Dhekiajuli,11.65012316,Guwahati,Assam,26.700612,92.472679,ind
775,Kampur,9.874132503,Guwahati,Assam,26.164037,92.6625,ind
776,Mission Chariali,11.8502569,Guwahati,Assam,26.657796,92.772973,ind
777,Lanka,3.430736511,Guwahati,Assam,25.928366,92.948756,ind
778,Biswanath,11.15443957,Guwahati,Assam,26.6717807,93.1666708,ind
779,Bokakhat,6.092848387,Dibrugarh,Assam,26.6429627,93.5913563,ind
780,Gohpur,8.484329421,Guwahati,Assam,26.89172,93.65029,ind
781,Narayanpur,2.782097437,Guwahati,Assam,26.95516094,93.84881261,ind
782,Laluk,3.130027879,Guwahati,Assam,27.124648,93.930316,ind
783,Golaghat,3.363729129,Dibrugarh,Assam,26.5238515,93.962337,ind
784,Dergaon,8.489568257,Dibrugarh,Assam,26.697129,93.984709,ind
785,Merapani,6.84609375,Dibrugarh,Assam,26.37593,94.05818,ind
786,North Lakhimpur,3.942488239,Dibrugarh,Assam,27.2253189,94.1053307,ind
787,Titabor,4.937646526,Dibrugarh,Assam,26.585333,94.183008,ind
788,Jorhat,3.328786951,Dibrugarh,Assam,26.7465203,94.2025859,ind
789,Gogamukh,4.67090935,Dibrugarh,Assam,27.434533,94.313037,ind
790,Dhakuakhana,8.952875722,Dibrugarh,Assam,27.311458,94.457134,ind
791,Amguri,3.58569755,Dibrugarh,Assam,26.81011,94.525712,ind
792,Dhemaji,7.3651932,Dibrugarh,Assam,27.47100626,94.55822765,ind
793,Sivsagar,2.599838776,Dibrugarh,Assam,26.986212,94.639776,ind
794,Barbaruah,5.537446276,Dibrugarh,Assam,27.401946,94.880958,ind
795,Moranhat,3.107006767,Dibrugarh,Assam,27.18420578,94.90830319,ind
796,Dibrugarh,9.327550893,Dibrugarh,Assam,27.46038861,94.91100016,ind
797,Sonari,11.54662382,Dibrugarh,Assam,27.02644519,95.01805437,ind
798,Rajgarh,9.124411266,Dibrugarh,Assam,27.1791657,95.10958127,ind
799,Dhuliajan,9.709222252,Dibrugarh,Assam,27.361282,95.307693,ind
800,Naharkatia,10.36865569,Dibrugarh,Assam,27.290446,95.31133,ind
801,Tinsukia,6.897191711,Dibrugarh,Assam,27.500983,95.36371,ind
802,Doomdooma,10.03418846,Dibrugarh,Assam,27.568947,95.565847,ind
803,Margherita,5.251259914,Dibrugarh,Assam,27.29865,95.65845,ind
804,Ramganj Mandi,3.09794436,Kota,Rajasthan,24.65031693,75.94308444,ind
805,Kamtaul,10.07187862,Samastipur,Bihar,26.33223934,85.82053899,ind
806,Khutauna,4.576337103,Samastipur,Bihar,26.4993452,86.3992858,ind
807,Patti 2,6.801181294,Amritsar,Punjab,31.289234,74.848576,ind
808,Pharendra,10.78139964,Gorakhpur,Uttar Pradesh,27.10008906,83.26990323,ind
809,Siswa Bazar,12.02689322,Gorakhpur,Uttar Pradesh,27.14995978,83.75896451,ind
810,Kaptanganj,8.027508702,Gorakhpur,Uttar Pradesh,26.92705899,83.71313159,ind
811,Gauri Bazar,5.33309493,Gorakhpur,Uttar Pradesh,26.59701909,83.6706246,ind
812,Barhaj,12.12743708,Gorakhpur,Uttar Pradesh,26.28891662,83.72580307,ind
813,Bhatpur Rani,8.188680108,Gorakhpur,Uttar Pradesh,26.31114213,84.03317183,ind
814,Pathardewa,6.124084405,Gorakhpur,Uttar Pradesh,26.57982802,83.91712873,ind
815,Kalugumalai,5.106842435,Madurai,Tamil Nadu,9.149238786,77.70178787,ind
816,Bhilwara,4.690533276,Udaipur,Rajasthan,25.34511558,74.63550839,ind
817,Harchowal,3.164447177,Amritsar,Punjab,31.78570518,75.4576057,ind
818,Nagaur,6.642776704,Kota,Rajasthan,27.19926716,73.73823992,ind
819,Fatehgarh Churiyan 2,11.12350645,Amritsar,Punjab,31.8927057,74.9670057,ind
820,Mahagama,6.882867125,Tileiya,Jharkhand,25.02542553,87.31916795,ind
821,Godda,8.816861037,Tileiya,Jharkhand,24.82596802,87.21478149,ind
822,Kuchaikote,9.049664035,Motihari,Bihar,26.55838842,84.33204764,ind
823,Partur,11.05382697,Aurangabad,Maharashtra,19.586273,76.213403,ind
824,Kayathar,4.331612309,Madurai,Tamil Nadu,8.947528846,77.77306899,ind
825,Majorganj,6.302497376,Motihari,Bihar,26.74974508,85.42739262,ind
826,Ajitwal,3.918488508,Bhatinda,Punjab,30.80775935,75.33546597,ind
827,Chinnamanur,6.991433765,Madurai,Tamil Nadu,9.838695265,77.38688126,ind
828,Bamhani,8.207462514,Chhindwara,Madhya Pradesh,22.48682128,80.35863819,ind
829,Mandla,6.813476468,Chhindwara,Madhya Pradesh,22.59851855,80.3672578,ind
830,Arniwala,9.316632594,Bhatinda,Punjab,30.34992475,74.24948851,ind
831,Jhabua,3.900757494,Indore 2,Madhya Pradesh,22.75116874,74.58557395,ind
832,Mawana,10.08416354,Ambala,Uttar Pradesh,29.1033871,77.91671263,ind
833,Keolari,8.483154985,Chhindwara,Madhya Pradesh,22.37743481,79.91285543,ind
834,Sironj,7.150242928,Bhopal,Madhya Pradesh,24.10145,77.69875,ind
835,Chhapara,6.609159251,Chhindwara,Madhya Pradesh,22.3986363,79.54036089,ind
836,Bhinder,7.520938569,Udaipur,Rajasthan,24.50269,74.187498,ind
837,Raichur,9.202286678,Kalaburagi,Karnataka,16.216768,77.358362,ind
838,Yadgir,11.47509142,Kalaburagi,Karnataka,16.760001,77.138099,ind
839,Batala 2,5.863699881,Amritsar,Punjab,31.80754501,75.24177581,ind
840,Dhariwal,11.15303696,Amritsar,Punjab,31.95849784,75.32329714,ind
841,Rajmarg,6.644829585,Chhindwara,Madhya Pradesh,23.12201587,79.02941989,ind
842,Gudgaon,11.72510163,Chhindwara,Madhya Pradesh,21.60312264,77.71072593,ind
843,Tenkasi,3.188945276,Madurai,Tamil Nadu,8.985156647,77.29338665,ind
844,Hansdiha,2.644208217,Tileiya,Jharkhand,,,ind
845,Pandhana,4.572998701,Khandwa,Madhya Pradesh,26.000283,84.68868,ind
846,Double Chowki,7.884308058,Indore 2,Madhya Pradesh,21.3193875,76.2224273,ind
847,Talikoti,11.84279741,Kalaburagi,Karnataka,,,ind
848,Samariya,6.212526487,Kota,Rajasthan,,,ind
849,Sawai Madhopur,4.721270925,Kota,Rajasthan,,,ind
850,Nainwa,9.298543666,Kota,Rajasthan,,,ind
851,Damua,4.357765994,Chhindwara,Madhya Pradesh,,,ind
852,Muddebihal,5.63067174,,Karnataka,,,ind
853,Tamukhi Raj,8.648159553,Gorakhpur,Uttar Pradesh,,,ind
854,Betma,5.005405122,Khandwa,Madhya Pradesh,,,ind
855,Ahore,8.047322035,,Rajasthan,,,ind
856,Garh Mukteshwar,3.547084254,Ambala,Uttar Pradesh,,,ind
857,Siyana,5.442039764,,Uttar Pradesh,,,ind
858,Ramnagar,12.14488391,Motihari,Bihar,,,ind
859,Baniyapur,6.786837464,Motihari,Bihar,,,ind
860,Dobhi,10.85745113,Patna,Bihar,,,ind
861,Masaurhi,6.270480573,Patna,Bihar,,,ind
862,Goh,3.350181548,Patna,Bihar,,,ind
863,Joya,7.807306641,Western UP,Uttar pradesh,28.8349931,78.47035289,ind
864,Sikandra,3.6414265,,Bihar,,,ind
865,Sahibganj,5.165166288,Telaiya,Jharkhand,,,ind
866,Lalganj,9.861373417,Motihari,Bihar,,,ind
867,Chakai,10.03896713,,Bihar,,,ind
868,Bounsi,9.829329649,Bhagalpur,Bihar,,,ind
869,Sugauli,7.427350667,,Bihar,,,ind
870,Ratia,4.317396415,Hisar,Haryana,,,ind
871,Motipur,4.951695739,Motihari,Bihar,,,ind
872,Maksudangarh,8.515754349,Bhopal,Madhya Pradesh,,,ind
873,Jirapur,3.059179635,,Madhya Pradesh,,,ind
874,Rameswaram,5.374812806,Madurai,Tamilnadu,,,ind
875,Puliyangudi,10.09746102,Madurai,Tamilnadu,,,ind
876,Nazareth,5.779491426,Madurai,Tamil Nadu,,,ind
877,Subdega,4.900181727,Sambalpur,Odisha,,,ind
878,Biaora,8.954526441,Bhopal,Madhya Pradesh,,,ind
879,Jalalabad,9.868255722,Bhatinda,Punjab,30.60077342,74.25088414,ind
880,Pathalgaon,3.19868075,Bilashpur,Chhattisgarh,22.5641,83.459679,ind
881,Agarpada,8.854252893,Bhadrak,Odisha,21.60468235,87.1285878,ind
882,Nautanwa,11.9690371,Gorakhpur,Uttar Pradesh,27.42909955,83.43159105,ind
883,Ramdas,12.39877904,Bhatinda,Punjab,31.96488689,74.91150944,ind
884,Madathukulam,9.225176268,Madurai,Tamil Nadu,,,ind
885,Kanchanpur,11.04307407,Tripura,Tripura,,,ind
886,Seondha,9.643257039,Bhopal,Madhya Pradesh,,,ind
887,Bhanegaon,6.99944818,Chhindwara,Madhya Pradesh,,,ind
888,Jhalod,5.115691738,Ahmedabad,Gujarat,,,ind
889,Narpatganj,6.518819525,Bhagalpur,Bihar,,,ind
890,Saharghat,10.21594324,Samastipur,Bihar,,,ind
891,Rajnagar,6.729014429,Samastipur,Bihar,,,ind
892,Barhalganj,5.919709976,Gorakhapur,,,,ind
893,Padrauna,3.827822532,Gorakhpur,,,,ind
